id,mag,mass,zbest,zspec,ra,dec
23491,24.5518,10.2356,3.31,-99,150.162588,2.468896
23508,23.2628,9.69113,1.3,-99,150.05668,2.46887
23509,20.8178,10.3606,0.816,-99,150.176747,2.468132
23512,20.2363,10.0565,0.409,0.409,150.06792,2.467917
23515,24.4603,7.94002,2.267,-99,150.109135,2.469372
23516,24.6637,9.80542,3.83,-99,150.158535,2.469201
23517,23.8924,9.68727,3.1,-99,150.080233,2.469184
23518,22.4172,9.72231,1.6,-99,150.091619,2.468717
23536,20.1056,10.4292,0.66,-99,150.176062,2.467456
23540,17.3552,11.4423,0.4167,-99,150.202909,2.466757
23542,23.4962,9.84058,1.452,-99,150.122092,2.469515
23554,23.7985,10.7079,1.9532,-99,150.087077,2.469685
23557,23.6773,10.0493,1.367,-99,150.183001,2.469525
23563,20.4497,9.8899,0.451,-99,150.1947,2.468873
23564,23.3081,10.1566,1.58,-99,150.178664,2.469428
23566,23.587,9.80264,2.01,-99,150.195208,2.469605
23567,24.9863,9.23912,3.69,-99,150.081798,2.470058
23581,20.346,10.7934,1.17,-99,150.135257,2.466494
23582,20.92,10.0071,0.65,-99,150.173568,2.468613
23583,16.1122,11.9268,2.42,-99,150.06024,2.464577
23585,23.8421,9.7912,3.12,-99,150.131725,2.470064
23586,21.3425,9.97717,0.883,-99,150.085178,2.469109
23589,23.4257,9.6221,1.743,-99,150.05963,2.470041
23595,22.959,10.417,3.8557,-99,150.165634,2.469623
23599,20.1323,10.6515,0.68,-99,150.174496,2.468755
23605,24.3948,9.91942,2.093,-99,150.192299,2.470346
23607,20.4381,11.1889,1.381,-99,150.104943,2.465512
23609,24.0175,9.56696,1.983,-99,150.132732,2.470337
23613,23.8165,10.6516,1.87,-99,150.078138,2.47042
23632,24.4205,9.39319,4.7787,-99,150.078437,2.470583
23633,23.3182,9.93464,2.578,-99,150.129822,2.470334
23635,22.8968,10.6227,1.648,-99,150.120652,2.470419
23639,24.0409,9.75438,3.88,-99,150.166662,2.470594
23651,23.5762,9.53557,2.09,-99,150.193972,2.471001
23664,22.2408,10.7727,2.032,-99,150.08088,2.470742
23667,16.1709,11.8876,2.48,-99,150.104312,2.466971
23668,19.0505,11.2774,0.725,-99,150.134519,2.466721
23673,24.5113,9.5422,7.617,-99,150.098423,2.471468
23674,23.9069,10.4289,2.43,-99,150.090753,2.471297
23677,24.8964,9.74356,3.846,-99,150.172598,2.471443
23679,19.3263,10.9696,0.62,-99,150.055843,2.469625
23700,24.3848,9.26194,8.519,-99,150.098767,2.471945
23710,23.6856,9.44149,2.07,-99,150.202589,2.47179
23712,22.8137,9.73091,1.923,-99,150.166082,2.471343
23720,23.5791,9.9356,2.626,-99,150.102259,2.47215
23751,24.9831,9.84293,3.53,-99,150.081409,2.473103
23754,23.265,9.74467,1.552,-99,150.093612,2.472399
23759,24.8913,9.79733,3.668,-99,150.052377,2.473188
23761,23.8068,10.6485,1.92,-99,150.197959,2.472881
23772,23.4066,9.79739,1.89,-99,150.066767,2.472857
23783,20.3487,10.5609,0.872,0.888,150.152748,2.470508
23786,19.7943,10.8293,0.612,-99,150.086542,2.472072
23797,22.6322,10.1674,1.227,-99,150.056318,2.473388
23803,22.083,10.0036,0.93,-99,150.121147,2.472211
23821,24.1479,10.4761,3.029,-99,150.166427,2.473852
23824,23.7043,9.66894,2.155,-99,150.197364,2.473693
23825,21.9611,9.72607,0.6054,-99,150.096518,2.473916
23826,19.8449,11.1255,0.926,-99,150.130346,2.472122
23851,23.5548,10.085,1.427,-99,150.090872,2.474336
23859,20.3039,10.6852,0.87,0.897,150.147578,2.472604
23881,23.6928,10.3956,2.239,-99,150.128955,2.474978
23893,23.6563,9.69205,3.31,-99,150.157559,2.475052
23903,22.1267,10.29,1.21,-99,150.061216,2.474859
23904,20.1488,11.2898,1.25,-99,150.055195,2.47263
23914,22.0928,9.88805,0.8907,-99,150.158074,2.474729
23921,21.5837,10.3526,1.052,-99,150.124057,2.475063
23940,20.4752,10.5486,0.68,-99,150.169645,2.473514
23941,22.7712,10.1491,1.194,-99,150.058086,2.475576
23949,18.8169,10.9835,0.506,-99,150.120337,2.471547
23951,22.5672,9.83224,1.2489,-99,150.063537,2.474876
23958,19.6361,10.6453,0.666,0.693,150.159595,2.474291
23963,21.7093,9.98561,0.696,-99,150.158366,2.47572
23969,21.429,10.0835,0.8,-99,150.150354,2.475807
23970,24.2664,9.64266,3.1503,-99,150.19072,2.476358
23977,24.0525,9.93817,1.446,-99,150.090656,2.476567
23984,21.6001,10.3554,0.98,1.015,150.082382,2.474958
23986,20.0715,10.4722,0.707,0.723,150.0841,2.473631
23987,24.7868,9.10073,6.76,-99,150.144231,2.476867
23995,19.7923,10.8842,0.715,-99,150.068319,2.47438
24002,19.1687,11.209,0.684,-99,150.169021,2.473652
24008,24.0807,9.60605,2.978,-99,150.190564,2.476901
24015,24.3655,8.8508,0.825,-99,150.146086,2.477085
24016,20.3619,10.9084,0.879,-99,150.156539,2.475685
24018,21.4618,10.4436,0.853,-99,150.145207,2.476539
24026,22.0889,10.4686,1.139,-99,150.063703,2.47643
24033,19.5836,11.1219,0.7289,0.728,150.091576,2.475093
24037,24.9811,9.34316,4.214,-99,150.196506,2.477661
24041,23.1814,10.0974,1.228,-99,150.064734,2.477106
24045,23.1594,9.73672,1.5896,-99,150.166944,2.477305
24046,19.309,10.8093,0.6884,0.68793,150.150242,2.475145
24052,20.834,10.0299,0.85,-99,150.203024,2.476202
24054,24.0137,9.4159,2.54,-99,150.075753,2.477154
24058,24.7802,9.45902,3.4868,-99,150.075005,2.477803
24059,23.5682,9.55096,2.565,-99,150.076943,2.477325
24063,21.7087,9.79743,0.97,-99,150.179733,2.476117
24070,18.5476,11.1411,0.513,-99,150.118174,2.474457
24075,22.409,10.7577,1.562,-99,150.093199,2.476713
24088,13.0344,13.1746,2.43,-99,150.094847,2.466857
24090,21.6072,9.92264,0.672,-99,150.15501,2.477654
24112,24.0572,9.43551,2.12,-99,150.199121,2.478371
24115,23.0632,10.2293,1.612,-99,150.165908,2.478269
24116,23.9087,9.4977,1.519,-99,150.178494,2.478528
24128,22.5789,10.115,1.54,-99,150.063526,2.478054
24131,23.0483,9.8463,2.4,-99,150.176392,2.478534
24136,21.9551,10.5507,1.214,-99,150.061547,2.47837
24140,19.8964,10.1703,1.256,1.25752,150.058708,2.477376
24147,21.669,9.91549,0.66,-99,150.146,2.478204
24150,21.4364,10.608,1.26,-99,150.055631,2.47824
24151,22.1031,9.89763,5.43,-99,150.173203,2.478911
24155,21.5799,10.478,1.06,-99,150.058694,2.477795
24159,24.0618,9.54332,2.977,-99,150.186958,2.479135
24168,17.0297,11.6454,2.12,-99,150.17659,2.476049
24171,17.1237,11.1405,0.27,-99,150.145301,2.47606
24173,21.9969,10.1785,0.898,-99,150.188954,2.478698
24181,20.3419,10.7226,0.717,-99,150.094357,2.478206
24185,24.4776,10.7417,2.17,-99,150.135183,2.47937
24187,24.739,9.64812,1.91,-99,150.141804,2.479438
24194,21.2186,10.3981,0.87,-99,150.147287,2.478213
24209,20.7617,10.3829,0.72,-99,150.092781,2.478651
24220,23.9014,10.5765,1.863,-99,150.07455,2.479881
24222,22.4643,10.0483,0.911,-99,150.06341,2.479564
24227,23.7734,9.74422,2.02,-99,150.157766,2.479915
24230,23.4516,9.46349,2.043,-99,150.071359,2.479634
24248,22.2029,10.4512,1.42,-99,150.060051,2.479989
24252,15.8666,12.0538,2.62,-99,150.185934,2.474558
24256,22.636,9.76104,1.81,-99,150.191313,2.479903
24257,22.5133,10.6774,1.55,-99,150.092053,2.479088
24267,20.3297,10.3412,0.52,-99,150.194524,2.479042
24280,22.5223,10.8961,1.711,-99,150.111769,2.480402
24284,24.4542,9.65348,3.49,-99,150.076664,2.480838
24291,21.4751,10.4745,1.064,-99,150.160215,2.480156
24292,23.8885,10.6969,2.48,-99,150.097719,2.48052
24302,18.5504,10.5514,0.363,0.375,150.119198,2.477516
24304,23.0765,10.6971,1.973,-99,150.139311,2.480769
24308,22.053,10.6625,1.616,-99,150.144945,2.480531
24313,17.6082,10.4634,0.213,-99,150.172905,2.474913
24327,19.1198,11.0637,0.559,-99,150.077755,2.479231
24328,18.539,11.393,0.6471,-99,150.077278,2.479301
24329,24.7673,9.77583,3.31,-99,150.068818,2.481646
24331,24.2165,9.41323,2.2696,-99,150.133478,2.48162
24332,24.9557,9.28187,2.734,-99,150.054467,2.481789
24344,21.9411,10.193,1.937,-99,150.1913,2.480358
24345,22.7296,10.2952,1.59,-99,150.127734,2.481505
24347,24.6046,9.42753,2.2907,-99,150.201848,2.481927
24348,23.4604,9.90243,1.57,-99,150.17822,2.481747
24350,23.562,9.26806,1.89,-99,150.055363,2.481688
24372,23.7982,10.0501,1.76,-99,150.126756,2.482087
24374,22.5799,10.9152,1.75,-99,150.196221,2.481789
24375,20.2164,11.4493,1.586,-99,150.170156,2.481117
24379,20.3312,10.0813,0.667,-99,150.121129,2.480617
24387,22.153,10.9051,1.944,-99,150.136119,2.481504
24407,21.096,10.1751,0.97,-99,150.062867,2.480689
24408,23.3502,9.86084,1.65,-99,150.120197,2.482243
24409,22.787,10.7617,1.682,-99,150.181864,2.48196
24410,23.1431,9.84353,1.5885,-99,150.169782,2.481806
24411,21.1178,10.884,1.237,-99,150.103034,2.482039
24415,23.5208,10.4345,2.91,-99,150.054693,2.482511
24418,22.7051,10.9254,1.9,-99,150.139459,2.482525
24421,19.6205,9.95371,0.37,-99,150.194995,2.480332
24427,21.8888,11.0689,1.93,-99,150.139338,2.481778
24431,23.9237,10.7149,2.001,-99,150.072298,2.482989
24441,24.7833,9.60137,3.359,-99,150.190071,2.483324
24443,21.8222,11.1639,1.899,-99,150.139615,2.481892
24474,21.4722,9.91821,0.86,-99,150.10008,2.48176
24477,22.1098,10.3216,1.52,-99,150.071634,2.482845
24487,21.7098,10.6067,1.3,-99,150.119692,2.482893
24496,20.1915,11.0948,1.16,-99,150.188141,2.482744
24501,20.5713,10.1114,0.73,-99,150.061324,2.482557
24521,22.4036,10.5235,1.62,-99,150.159498,2.483753
24535,22.7422,10.3477,1.606,-99,150.103933,2.484151
24538,22.3826,9.81719,0.88,-99,150.12321,2.483615
24540,20.3164,10.6013,0.68,0.69,150.129595,2.483648
24541,20.6023,10.4612,0.7,-99,150.057959,2.483073
24542,22.3443,10.5308,1.61,-99,150.080183,2.484113
24544,21.7568,10.6588,1.44,-99,150.196001,2.483735
24547,19.6848,10.5353,0.514,-99,150.192152,2.481737
24551,24.1058,9.69425,2.04,-99,150.144412,2.484718
24559,24.9107,9.64052,3.89,-99,150.061628,2.484988
24561,24.5275,9.63156,1.8,-99,150.062325,2.485013
24564,21.938,9.88062,0.96,0.979,150.125011,2.484338
24566,24.2016,9.72676,1.9404,-99,150.133594,2.48475
24568,20.5623,10.5866,0.649,-99,150.136067,2.483605
24569,21.928,10.1795,1.5096,-99,150.09688,2.484228
24570,19.6572,10.7874,0.563,-99,150.19314,2.483376
24589,20.2618,10.9496,0.88,-99,150.123394,2.482667
24598,24.6205,9.55615,3.418,-99,150.188962,2.485413
24605,22.9991,9.64336,2.089,-99,150.156325,2.485243
24613,19.9916,10.8786,0.81,-99,150.173492,2.484014
24617,23.9496,10.1107,1.529,-99,150.073738,2.485451
24618,24.1045,9.87406,3.56,-99,150.092906,2.483966
24620,22.4644,9.76834,1.28,-99,150.067307,2.485133
24621,22.9999,9.90796,2.2617,-99,150.197539,2.485352
24635,22.0522,10.1136,1.67,-99,150.16573,2.485226
24652,24.8138,10.7452,2.79,-99,150.096938,2.486289
24654,20.4806,10.4689,0.768,-99,150.172198,2.484576
24663,22.9464,10.015,1.863,-99,150.197722,2.485757
24664,23.3631,10.1505,1.566,-99,150.075927,2.48607
24665,24.2943,9.39265,6.44,-99,150.193123,2.486302
24677,23.6078,9.89334,2.6,-99,150.096918,2.485503
24691,21.0628,10.2377,0.638,0.604,150.120202,2.485744
24693,20.7383,8.93817,0.9,-99,150.110029,2.484837
24698,17.3093,10.9621,0.242,-99,150.092801,2.48187
24705,21.8771,10.9073,1.6277,-99,150.077107,2.486127
24707,20.3896,9.97496,0.504,0.501,150.112856,2.484885
24726,21.4807,10.3611,1.13,-99,150.19587,2.486286
24732,17.8157,11.0449,0.339,-99,150.081232,2.484334
24736,23.8628,9.35189,1.172,-99,150.073707,2.487129
24740,23.663,9.84411,3.055,-99,150.192549,2.486685
24744,23.8453,9.83117,2.4,-99,150.189351,2.487295
24749,24.1808,9.793,2.615,-99,150.198623,2.487527
24752,24.3327,10.0082,3.148,-99,150.059142,2.487565
24754,23.4095,9.78074,1.179,-99,150.173754,2.487341
24766,23.8168,8.87674,0.66,-99,150.109142,2.487791
24768,23.8268,9.86178,2.66,-99,150.201139,2.487802
24772,24.8781,9.12863,3.666,-99,150.19739,2.488107
24775,24.9208,9.20288,3.102,-99,150.145161,2.48812
24782,21.2939,10.7741,1.39,-99,150.085363,2.487232
24799,21.6462,10.3121,1.506,-99,150.153994,2.487674
24817,24.5142,9.99442,2.424,-99,150.199204,2.488627
24824,24.2847,9.51261,2.265,-99,150.0909,2.48833
24828,17.144,10.7648,0.23,0.25,150.09232,2.482002
24842,22.0877,10.0564,1.129,-99,150.073388,2.487788
24844,21.8713,10.7588,1.573,-99,150.073851,2.487351
24858,21.125,10.5861,0.7931,-99,150.184723,2.488602
24881,22.3562,9.91503,1.48,-99,150.124694,2.488414
24885,24.8668,9.70723,2.606,-99,150.119972,2.489851
24888,23.6448,9.51043,2.226,-99,150.060169,2.489827
24890,18.6831,11.2774,0.697,0.702,150.102864,2.486716
24899,22.8699,10.066,1.512,-99,150.078199,2.489828
24901,23.6007,9.638,2.147,-99,150.200352,2.490034
24906,21.0458,10.2078,1.13,-99,150.181646,2.488984
24912,21.7176,10.8146,1.422,-99,150.095617,2.489295
24913,22.6739,9.87695,0.884,-99,150.138915,2.490188
24914,22.0462,10.2567,1.11,-99,150.17548,2.489232
24916,23.9098,11.1109,2.719,-99,150.2015,2.490629
24922,22.5717,9.8099,1.11,-99,150.143108,2.490149
24923,23.0248,10.0117,2.547,-99,150.106042,2.490144
24930,17.8329,11.3233,0.425,-99,150.124045,2.488177
24944,21.8141,9.83556,0.79,0.861,150.149737,2.490396
24953,23.8845,9.80462,2.21,-99,150.155045,2.491018
24970,21.6543,10.1696,0.9,-99,150.182397,2.489935
24980,20.7572,10.4451,0.7926,-99,150.199014,2.49025
24993,21.048,11.087,1.69,-99,150.199737,2.490585
24999,20.1392,9.95965,0.36,-99,150.194914,2.490206
25003,20.6239,10.3262,0.776,0.83,150.069379,2.489657
25015,20.9416,10.2416,0.876,-99,150.089024,2.490843
25019,20.4426,10.1823,0.5,-99,150.111704,2.491013
25025,21.6384,9.90694,0.6,-99,150.164406,2.491595
25026,21.7908,9.87306,0.653,-99,150.117758,2.491809
25028,21.4031,10.6739,1.27,-99,150.119779,2.491093
25030,17.887,10.9456,0.341,-99,150.111094,2.483128
25044,24.478,10.1107,3.9384,-99,150.112898,2.492521
25054,23.7228,9.49284,2.45,-99,150.111038,2.492665
25064,23.7877,9.95455,1.53,-99,150.15425,2.49273
25065,22.0595,10.219,1.242,-99,150.149065,2.49212
25086,24.3342,9.9467,3.1407,-99,150.192756,2.493328
25088,23.8994,9.65152,2.569,-99,150.14374,2.493212
25096,23.0656,10.0818,1.474,-99,150.198356,2.492861
25104,20.5685,10.3461,0.656,0.667,150.05765,2.49161
25107,23.8369,10.0388,1.825,-99,150.080831,2.493485
25115,23.5648,10.4145,1.63,-99,150.058871,2.493549
25123,24.5052,9.37585,2.82,-99,150.168714,2.493831
25128,24.3076,9.64833,3.33,-99,150.196653,2.493976
25135,22.0035,9.344,0.281,-99,150.14249,2.49359
25138,22.9878,10.5265,1.611,-99,150.075145,2.49343
25139,20.3203,10.1887,0.6484,-99,150.144529,2.49168
25147,13.8383,12.8028,1.837,-99,150.108975,2.485656
25148,14.2203,13.081,4.83,-99,150.185262,2.494522
25149,16.1976,11.7725,5.52,-99,150.082999,2.492707
25151,18.6575,10.8252,0.382,-99,150.196587,2.492001
25155,19.023,10.0592,0.1601,-99,150.083913,2.492817
25156,15.7053,12.4577,4.59,-99,150.063265,2.495147
25161,18.7935,11.1021,0.549,-99,150.204923,2.494337
25163,20.6807,9.86003,0.5915,-99,150.154887,2.494625
25164,22.0497,9.483,0.8955,-99,150.205073,2.493606
25166,21.3621,10.49,1.406,-99,150.173111,2.493802
25169,22.4599,9.29058,0.733,-99,150.083261,2.493927
25170,23.5499,9.59327,2.22,-99,150.197709,2.493809
25173,22.3951,9.98941,1.541,-99,150.090004,2.493886
25174,21.6063,8.9655,0.494,-99,150.063338,2.494292
25176,21.6809,10.3902,1.2,-99,150.137283,2.494279
25177,22.5559,9.99665,1.869,-99,150.17216,2.493925
25180,18.4047,10.6135,0.293,-99,150.078613,2.496424
25181,19.9939,10.6776,0.6,-99,150.085636,2.495193
25185,21.5026,10.1649,5.687,-99,150.166423,2.494601
25193,21.5393,10.1089,1.05,-99,150.076835,2.49589
25197,23.3108,9.83059,2.16,-99,150.14892,2.495073
25198,19.0974,10.7503,0.508,0.502,150.104927,2.498343
25200,20.7523,9.98765,0.51,-99,150.174648,2.497511
25201,19.8938,10.7667,0.856,0.893,150.094952,2.496849
25206,21.7098,10.0491,0.67,-99,150.159,2.495341
25212,20.1727,10.6113,0.671,-99,150.156892,2.496925
25216,23.4755,9.78975,2.6084,-99,150.096016,2.495097
25218,24.7418,9.6193,3.264,-99,150.115954,2.494794
25227,24.8435,9.62644,3.1783,-99,150.131801,2.494954
25240,23.3981,9.33765,2.0605,-99,150.161341,2.495755
25258,24.5435,9.74641,3.44,-99,150.054148,2.495432
25280,22.0405,10.7113,1.587,-99,150.19031,2.496849
25282,21.1541,10.2243,0.689,-99,150.133724,2.496457
25283,22.6318,9.85784,1.1325,-99,150.163908,2.496656
25297,22.9448,9.77481,1.1426,-99,150.164723,2.496587
25299,21.6171,9.8572,0.856,-99,150.111038,2.497049
25314,21.6885,10.1757,0.969,-99,150.202796,2.497305
25315,22.0332,9.87335,0.696,-99,150.189351,2.496963
25319,20.415,10.5087,0.667,-99,150.188614,2.497699
25322,19.8048,10.4226,0.428,-99,150.1009,2.498338
25324,23.2952,9.93354,1.62,-99,150.204255,2.49683
25328,22.841,10.0057,1.76,-99,150.115332,2.497095
25336,21.4901,10.9734,1.29,1.265,150.090904,2.497196
25345,19.2261,10.814,0.437,-99,150.09268,2.498605
25346,23.2167,10.0621,1.68,-99,150.054313,2.497058
25349,21.4056,10.058,0.64,-99,150.176273,2.497009
25363,24.4769,9.92074,2.416,-99,150.134454,2.497012
25365,21.3956,10.0569,0.712,-99,150.104447,2.497939
25390,24.9676,9.14957,2.35,-99,150.202761,2.497034
25397,21.9028,9.96041,1.114,1.114,150.063523,2.498137
25420,24.5121,9.52388,3.35,-99,150.203319,2.497864
25422,23.8572,10.2506,1.957,-99,150.198059,2.498397
25439,23.4159,9.99618,1.613,-99,150.114215,2.498509
25445,24.4747,9.55202,2.38,-99,150.197964,2.498276
25453,21.0434,10.7041,0.904,-99,150.205362,2.499287
25454,24.4029,9.85046,2.728,-99,150.198033,2.498639
25477,20.3472,10.6486,0.649,-99,150.070372,2.499993
25487,17.5614,10.7469,0.24,0.223,150.131636,2.501981
25488,24.7356,10.1799,3.0936,-99,150.202276,2.498976
25495,22.8596,9.73729,1.21,-99,150.128452,2.499592
25496,23.0754,9.78958,1.8803,-99,150.079912,2.499321
25509,24.5983,9.94767,2.667,-99,150.19261,2.499179
25514,20.9435,10.2222,0.658,-99,150.138909,2.500742
25515,20.48,10.7666,0.79,-99,150.181878,2.500811
25518,20.2179,10.3475,0.7332,0.731,150.072152,2.500909
25549,21.4979,10.245,1.1,1.104,150.165629,2.500713
25550,22.549,9.95955,1.4,-99,150.06892,2.500397
25553,22.8757,9.44742,1.958,-99,150.100152,2.500131
25568,21.4145,10.7149,1.5,-99,150.140317,2.501619
25573,24.0279,9.69962,3.067,-99,150.153535,2.50016
25578,24.5231,9.39805,2.837,-99,150.162222,2.500269
25581,17.8857,11.1402,0.351,-99,150.0604,2.502767
25596,21.2214,9.84905,0.65,-99,150.096313,2.501574
25600,22.7824,10.0666,1.256,-99,150.082456,2.500846
25604,22.2246,10.4934,2.35,-99,150.162284,2.501528
25605,21.9246,10.6805,1.28,-99,150.113014,2.501283
25608,23.4494,10.3502,3.23,-99,150.085527,2.500996
25614,20.4729,10.2033,0.649,-99,150.142459,2.502864
25622,22.9138,10.2253,1.63,-99,150.186646,2.50117
25624,18.8369,10.906,0.49,-99,150.059944,2.505839
25649,23.3317,9.44068,2.273,-99,150.149645,2.501539
25651,23.3753,9.96652,3.0419,-99,150.177645,2.501992
25661,20.3594,10.3297,0.665,0.672,150.169017,2.502839
25662,21.5047,9.92928,0.62,-99,150.192747,2.502302
25669,19.8616,10.4083,0.74,-99,150.093844,2.503937
25674,20.0599,10.7326,0.62,-99,150.202759,2.503058
25680,22.5529,9.70186,0.603,-99,150.19296,2.502149
25690,23.6863,9.90916,2.841,-99,150.156351,2.502261
25694,24.2993,10.3183,1.924,-99,150.123219,2.502042
25700,22.3192,9.85308,1.1,-99,150.153445,2.502632
25702,24.5389,9.77298,3.21,-99,150.090333,2.502261
25708,22.2343,9.96352,0.88,0.861,150.148051,2.502676
25711,22.8293,10.3459,1.538,-99,150.188351,2.502694
25720,23.8478,9.49212,1.973,-99,150.191537,2.502733
25723,24.5398,9.77269,4.141,-99,150.083747,2.502601
25724,21.5102,10.8751,1.385,-99,150.110626,2.503789
25725,22.4976,10.3656,1.27,-99,150.055905,2.50344
25737,20.4236,10.5934,0.863,0.894,150.100099,2.504729
25742,22.733,9.60367,2.0263,-99,150.191618,2.50383
25755,20.9174,10.256,0.92,-99,150.153128,2.504911
25759,21.3109,11.1024,1.377,-99,150.083208,2.505657
25776,20.0955,10.9291,0.983,-99,150.072833,2.505721
25779,22.4657,10.1085,1.149,-99,150.15164,2.503607
25781,21.0998,10.1833,0.67,0.697,150.05568,2.504422
25784,22.9725,10.127,1.52,-99,150.188046,2.503964
25788,23.3185,9.80161,2.319,-99,150.176528,2.503711
25789,24.2311,9.54972,2.19,-99,150.180292,2.503537
25791,21.284,10.9505,1.3503,-99,150.161119,2.504889
25792,23.9568,9.64659,2.581,-99,150.098739,2.503578
25800,22.4502,10.5972,1.68,-99,150.05527,2.504465
25805,23.6848,9.66479,2.2666,-99,150.085537,2.504165
25808,22.5474,9.90252,1.42,-99,150.135085,2.504256
25810,18.025,10.3758,0.21,-99,150.189504,2.50753
25812,20.5912,10.5721,0.8887,-99,150.081905,2.506194
25820,18.9474,11.0755,0.5544,-99,150.076396,2.505983
25827,21.1607,10.4311,0.888,-99,150.145137,2.50498
25828,23.5967,10.5873,1.734,-99,150.184472,2.50458
25829,23.5957,9.6663,1.71,-99,150.175402,2.504138
25832,15.6386,12.3974,4.67,-99,150.121977,2.509694
25836,21.0925,10.6506,0.903,-99,150.180899,2.504881
25842,21.5255,10.2019,0.651,-99,150.091196,2.504712
25844,21.9827,10.7563,1.224,-99,150.059204,2.505263
25850,19.382,10.8203,0.62,0.608,150.103744,2.507703
25851,22.3501,10.6056,1.428,-99,150.070402,2.505165
25853,23.6788,10.0387,1.518,-99,150.195903,2.504601
25857,16.0433,12.4055,4.71,-99,150.111614,2.509324
25858,19.9709,10.8086,0.73,-99,150.172531,2.506439
25862,21.5386,10.213,0.7885,0.831,150.148488,2.504994
25867,22.689,10.1821,1.66,-99,150.060141,2.505139
25869,20.6071,10.8802,0.954,-99,150.193566,2.505959
25874,23.3454,9.8761,2.13,-99,150.103573,2.505028
25877,20.8989,10.8658,1.26,-99,150.090518,2.506069
25883,21.1805,10.1832,0.7,-99,150.172149,2.505883
25889,22.9688,9.88359,1.08,-99,150.161072,2.505294
25890,24.8016,10.0163,1.89,-99,150.053479,2.504856
25898,24.0857,9.37521,2.359,-99,150.146052,2.505136
25899,23.395,10.3674,1.767,-99,150.057472,2.505242
25912,24.4781,9.90612,4.47,-99,150.108909,2.505509
25915,22.4344,10.0597,1.855,-99,150.169322,2.506124
25932,23.5385,9.71669,1.34,-99,150.161251,2.505746
25941,22.1924,10.3488,1.133,-99,150.107179,2.506081
25942,24.3871,9.6034,2.5947,-99,150.132672,2.505823
25946,23.8609,10.1467,1.9435,-99,150.13862,2.505837
25949,20.558,10.1781,0.553,-99,150.146876,2.507006
25952,20.9323,10.5141,0.863,-99,150.177843,2.507484
25954,24.2365,9.32836,2.512,-99,150.130043,2.505975
25963,20.9102,10.1683,0.68,-99,150.191189,2.507548
25968,19.2241,10.5831,0.34,-99,150.184853,2.50795
25970,21.0513,10.5821,0.763,-99,150.148488,2.506783
25971,23.3157,9.76419,1.2582,-99,150.090908,2.506499
25972,23.409,9.81093,1.527,-99,150.128297,2.506274
25975,21.1135,9.88059,0.511,-99,150.198795,2.507392
25981,24.6707,9.49304,3.113,-99,150.085003,2.506168
25997,19.9275,10.5468,0.764,0.776,150.178923,2.508949
26000,24.9067,9.66259,3.066,-99,150.20419,2.506289
26004,21.9374,9.9222,1.143,-99,150.057574,2.507392
26005,24.2055,9.49705,2.405,-99,150.107976,2.506652
26006,24.0305,10.2892,3.4803,-99,150.085215,2.506699
26010,24.8614,9.49863,2.6819,-99,150.130862,2.506511
26018,22.2031,10.0482,1.03,-99,150.198765,2.507096
26019,24.1049,10.4782,4.03,-99,150.098204,2.506928
26022,24.2063,9.56894,2,-99,150.126367,2.506698
26027,20.4343,10.2116,0.66,0.7,150.172396,2.508554
26028,24.4925,10.0452,1.803,-99,150.160984,2.507083
26035,23.0937,9.90048,1.49,-99,150.110771,2.508249
26041,23.0559,11.1197,2.199,-99,150.093388,2.507324
26054,21.5996,9.02725,0.91,-99,150.123096,2.50881
26057,23.7278,10.1966,3.449,-99,150.08604,2.507839
26059,23.5656,10.1488,2.65,-99,150.169645,2.508349
26062,22.0193,10.0618,0.8462,0.893,150.159502,2.507918
26074,22.7764,10.0283,2.153,-99,150.140721,2.507903
26083,23.5043,9.85003,1.65,-99,150.092097,2.508344
26088,21.243,10.144,0.665,-99,150.146852,2.509582
26098,19.7433,10.3506,0.465,-99,150.152533,2.510142
26115,21.9739,10.6138,1.21,-99,150.097146,2.50879
26124,14.7789,12.8027,3.13,-99,150.187277,2.51736
26134,20.981,10.4757,0.89,-99,150.095463,2.509872
26140,23.1277,10.2621,1.5888,-99,150.178657,2.50854
26142,24.2849,9.55729,1.945,-99,150.183292,2.508644
26143,20.7548,10.4659,0.681,-99,150.144796,2.509564
26147,22.8169,10.6883,1.44,-99,150.156188,2.50962
26151,22.3993,10.9885,1.86,-99,150.183248,2.508977
26155,22.4328,9.88636,1.432,-99,150.126151,2.509136
26168,23.2448,11.0443,2.658,-99,150.087687,2.509309
26174,19.3709,10.5864,0.381,-99,150.200885,2.511162
26176,21.4036,9.85977,0.84,-99,150.080857,2.509351
26179,22.2745,10.2358,1.133,-99,150.130111,2.509733
26187,23.8702,9.94347,2.076,-99,150.180111,2.509007
26197,19.452,10.6928,0.53,-99,150.067947,2.510922
26208,24.3579,10.2059,2.443,-99,150.088039,2.509204
26212,22.3849,10.9681,1.6908,-99,150.099096,2.510015
26214,22.9109,10.023,2.273,-99,150.18083,2.509672
26218,24.8648,10.3968,3.037,-99,150.160267,2.509281
26222,20.4878,10.1596,0.66,0.668,150.062592,2.510941
26224,24.645,10.4479,2.17,-99,150.176254,2.509405
26225,20.6416,10.6389,0.881,-99,150.123554,2.510527
26238,20.8419,10.105,0.67,-99,150.188421,2.511353
26239,21.5813,10.4116,0.885,-99,150.195793,2.510271
26245,20.2203,10.2456,0.64,-99,150.148201,2.511541
